Domains,Revenue,Employees,Industry,Class,Discover - Events,Discover - Overall Score,Event Count
geico.com,25094034,43000,Insurance,1,"Type: *** Discover Insider ***
Event: Vice President Of Information System of Geico, is interested in 2021 Modern Backup Buyers' Guide - whitepaper_en in United States.


Date: 17/10/2023
Type: Has Issues With
Event: Geico has issues with failing to properly settle.
URL: https://www.prnewswire.com/news-releases/shernoff-bidart-echeverria-llp-santa-clara-jury-holds-insurance-company-accountable-for-6-9-million-verdict-to-motorcycle-accident-victim-301961191.html

Date: 20/09/2023
Type: Partners With
Event: HydroGraph Clean Power Inc. partners with Geico.
URL: https://www.graphene-info.com/hydrograph-announces-partnership-manchester-us-geic-and-expands-application

Date: 10/09/2023
Type: Receives Award
Event: Geico receives award Affordable for Most Drivers Award.
URL: https://www.marketwatch.com/guides/insurance-services/aaa-vs-geico/

Date: 29/08/2023
Type: Has Issues With
Event: Geico has issues with privacy lawsuit over driver's license disclosures.
URL: https://www.reuters.com/legal/berkshires-geico-must-face-privacy-lawsuit-over-drivers-license-disclosures-2023-08-29/

Date: 29/08/2023
Type: Has Issues With
Event: Geico had issues with violating customers' privacy on Aug 29th '23.
URL: https://www.reuters.com/legal/berkshires-geico-must-face-privacy-lawsuit-over-drivers-license-disclosures-2023-08-29/",Excellent,5
chsinc.com,32639138,9941,Agriculture,1,"Type: *** Discover Insider ***
Event: Director IT of Chsinc, is interested in ESG: Nimble dHCI and  Data Protection Solution - whitepaper in United States.


Date: 27/11/2023
Type: Invests Into Assets
Event: CHS Inc. invests into assets: section of its North Shore site in the amount of $15.5M in Geelong, Australia.
URL: https://stocks.com.au/midway-strikes-mou-with-chs-for-grain-terminal-development/

Date: 17/11/2023
Type: Partners With
Event: CHS Inc. partners with Mstechseed.
URL: https://www.croplife.com/crop-inputs/seed-biotech/chs-inc-inks-deal-with-m-s-technologies-to-distribute-new-line-of-enlist-e3-soybeans/

Date: 13/11/2023
Type: Invests Into
Event: CHS Inc. invested into Future Farmers of America $4.3M on Oct 14th '23.
URL: https://www.chsinc.com/about-chs/news/news/2023/11/14/chs-foundation-news-release

Date: 09/11/2023
Type: Receives Award
Event: CHS Inc. received award Above and Beyond award on Oct 10th '23.
URL: https://www.chsinc.com/about-chs/news/news/2023/11/10/above-and-beyond-award

Date: 28/10/2023
Type: Invests Into Assets
Event: CHS Inc. invests into assets: soybean processing facility in the amount of $700M.
URL: https://madison.com/news/local/business/evansville-soybeans-chs-business-wisconsin/article_f1639430-74c2-11ee-beab-eb197c537b2c.html",Booster activated,5
corteva.com,17455000,21000,Agriculture,1,"Type: *** Discover Insider ***
Event: IT Director of Corteva, is interested in Economic Impact:  Cloud Data Management - whitepaper_en in United States.


Date: 16/11/2023
Type: Partners With
Event: Corteva, Inc. partners with Buddy4Study.
URL: https://eng.ruralvoice.in/national/corteva-agriscience-signs-up-for-empowering-women-in-science.html

Date: 13/11/2023
Type: Partners With
Event: Nrdnet partners with Corteva, Inc..
URL: https://ruralradio.com/ktic/news/corteva-agriscience-partners-with-nrds-on-producer-connect/

Date: 08/11/2023
Type: Is Developing
Event: Corteva, Inc. is developing mobile molecular bioassay tools for agriculture.
URL: https://www.farmprogress.com/technology/bringing-medical-style-in-field-diagnostics-to-agriculture

Date: 23/10/2023
Type: Partners With
Event: Corteva, Inc. partnered with Alveo Technologies, Inc. on Oct 9th '23.
URL: https://www.prnewswire.com/news-releases/alveo-technologies-and-corteva-agriscience-collaborate-to-advance-molecular-crop-disease-diagnostics-and-improve-crop-yields-301965262.html

Date: 05/10/2023
Type: Invests Into Assets
Event: Corteva, Inc. invests into assets: distribution center in the amount of $30M in Anderson, Indiana, United States.
URL: https://www.ibj.com/articles/corteva-plans-to-occupy-300000-sf-distribution-center-in-anderson",Excellent,5
wcu.edu,83088,1599,Education,1,"Date: 02/12/2023
Type: receives_financing
Event: WCU college receives financing of $7M in grant.
URL: https://www.wjtv.com/news/pine-belt/wcu-health-sciences-receives-7-million-grant/

Date: 01/11/2023
Type: Retires From
Event: Susie Ray retired from WCU college as director on Jan 1st '96.
URL: https://www.themountaineer.com/sports/wcu-facility-improvements-tip-off-with-basketball-renovations/article_c7558c2c-798e-11ee-9aae-fb64d82bcaf9.html

Date: 12/10/2023
Type: Recognized As
Event: WCU college recognized as 2022 ""America's Best Employers by State.
URL: https://www.bluefishjobs.com/jobs/rss/19269139/aquatics-and-facility-operations-coordinator

Date: 04/09/2023
Type: Launches
Event: WCU college launches eight new electric vehicle charging stations.
URL: https://www.wcu.edu/stories/posts/News/2023/09/wcu-adds-eight-new-ev-charging-stations-on-campus.aspx

Date: 30/08/2023
Type: Recognized As
Event: WCU college recognized as best in North Carolina, making the top 10 on the Forbes list of best online colleges
 in the Old North State.
URL: https://www.wcu.edu/stories/posts/News/2023/08/forbes-ranks-wcu-in-top-10-of-best-online-colleges-in-nc.aspx",Good,5
balfourbeattyus.com,5008000,4500,Construction,1,"Date: 08/11/2023
Type: invests_into_assets
Event: Balfour Beatty plc invested into assets: boutique hotel in the amount of $36M on Oct 9th '23.
URL: https://www.wftv.com/news/local/36m-expansion-renovation-winter-parks-alfond-inn-now-complete/C7F62Q46BFFHLNEN4PLZVLKA7M/

Date: 30/10/2023
Type: Signs New Client
Event: Balfour Beatty plc signs new client Liberton High School.
URL: https://bdcmagazine.com/2023/10/balfour-beatty-awarded-67-million-contract-for-liberton-high-school-campus/

Date: 18/10/2023
Type: Signs New Client
Event: Balfour Beatty plc signs new client Transport for London.
URL: https://news.railbusinessdaily.com/in-the-news-18th-october-2023-latest-rail-news/

Date: 09/10/2023
Type: Partners With
Event: Hercules Construction partners with Balfour Beatty plc.
URL: https://www.punchline-gloucester.com/articles/aanews/cotswold-company-hercules-site-services-pens-major-railway-deal-with-balfour-beatty

Date: 24/09/2023
Type: Expands Offices In
Event: Balfour Beatty plc expands offices in Tampa, Florida, United States.
URL: https://www.bizjournals.com/tampabay/news/2023/09/26/balfour-beatty-expands-tampa-bay-operations.html?ana=brss_3519",Booster activated,5
gia.edu,394095,3500,Organizations,1,,Excellent,0
louisville.edu,947532,7135,Education,1,"Date: 28/10/2023
Type: recognized_as
Event: University of Louisville recognized as No. 15 in the latest Associated Press Top 25.
URL: https://www.wdrb.com/sports/louisville-jumps-to-no-15-in-ap-poll-after-saturdays-win-over-duke/article_46dc1298-7685-11ee-9e3a-ef116449d228.html

Date: 17/10/2023
Type: Receives Financing
Event: University of Louisville receives financing of $30M in grants.
URL: https://www.cumuonline.org/henry-cunningham-recognized-with-the-2023-barbara-a-holland-scholar-administrator-award/

Date: 14/10/2023
Type: Partners With
Event: Community Dental Clinic partners with University of Louisville.
URL: https://www.owensborotimes.com/features/2023/10/community-dental-clinic-partners-with-university-of-louisville-to-expand-services/

Date: 08/10/2023
Type: Invests Into
Event: Health Resources and Services Administration invested into University of Louisville $16M in grant on Oct 9th '23.
URL: https://www.wdrb.com/news/education/uofl-hoping-to-train-more-primary-care-doctors-for-underserved-communities-with-16-million-grant/article_cdf4abb0-66c1-11ee-b825-b39a6185fada.html

Date: 30/09/2023
Type: Hires
Event: University of Louisville hired Kim Schatzel as president on Sep 29th '23.
URL: https://www.louisvillecardinal.com/2023/09/the-university-of-louisville-officially-inaugurates-19th-president-dr-kim-schatzel/",Excellent,5
cornell.edu,132923,9563,Hospitals & Physicians Clinics,1,,Excellent,0
genworth.com,7084000,2500,Insurance,1,"Type: *** Discover Insider ***
Event: IT Manager Release Manager of Genworth, is interested in 5-min demo: SaaS Data Protection in United States.


Date: 23/08/2023
Type: Has Issues With
Event: Genworth had issues with data breach on Jun 19th '23.
URL: https://www.prnewswire.com/news-releases/stueve-siegel-hanson-llp-announces-genworth-financial-inc-data-breach-lawsuit-investigation-301867659.html

Date: 16/08/2023
Type: Has Issues With
Event: Genworth has issues with lawsuits resulting from the Cl0p ransomware attack.
URL: https://www.thinkadvisor.com/2023/08/17/genworth-backs-consolidating-federal-moveit-breach-suits-in-massachusetts/

Date: 15/08/2023
Type: Has Issues With
Event: Genworth has issues with class action over data breach affecting 2.7M..
URL: https://www.classaction.org/news/insurance-company-genworth-hit-with-class-action-over-data-breach-affecting-2.7m

Date: 04/06/2023
Type: Invests Into
Event: Genworth invests into Veteransdirectory.
URL: https://veteransdirectory.com/senior-accounting-manager-remote-veteran-jobs/

Date: 02/03/2023
Type: Hires
Event: Genworth hired Jerome Upton as executive vice president and chief investment officer on Feb 1st '23.
URL: https://www.reinsurancene.ws/genworth-announces-update-to-leadership-structure/",Booster activated,5
fcsamerica.com,1852124,2000,Finance,1,,Excellent,0
kemper.com,5576800,9500,Insurance,1,,Excellent,0
allstate.com,51412000,54000,Insurance,1,"Type: *** Discover Insider ***
Event: Director of Allstate told us they were looking into ' Change in environment and existing system not suitable.
",Excellent,0
experian.com,9654617,21700,Finance,1,"Type: *** Discover Insider ***
Event: Manager of Experian told us they were looking into ' Compliance or regulatory.


Date: 30/10/2023
Type: Partners With
Event: MeridianLink, Inc partners with Experian Health.
URL: https://www.meridianlink.com/blog/prepare-to-ring-in-2021-with-seven-essential-free-webinars

Date: 30/10/2023
Type: Integrates With
Event: MeridianLink, Inc integrated with Experian Health on Oct 31st '23.
URL: https://finance.yahoo.com/news/meridianlink-announces-expanded-relationship-experian-130500230.html

Date: 30/10/2023
Type: Receives Award
Event: Experian Health receives award The Sun Car of the Year.
URL: https://theenergyst.com/volvo-cars-to-build-ex30-in-belgium/

Date: 30/10/2023
Type: Receives Award
Event: Experian Health receives award Small SUV/Crossover of the Year.
URL: https://theenergyst.com/volvo-cars-to-build-ex30-in-belgium/

Date: 25/10/2023
Type: Launches
Event: Experian Health launched Hunter Automotive Fraud Alliance © on Oct 26th '23.
URL: https://finance.yahoo.com/news/experian-data-network-aims-help-133000926.html",Good,5
allianzlife.com,4766385,2175,Insurance,1,"Type: *** Discover Insider ***
Event: Information Technology Manager of Allianzlife, is interested in Making an impact with Cloud Data Management:  & IBM  - webinar in United States.
",Good,0
aecom.com,13263821,50000,Construction,1,"Type: *** Discover Insider ***
Event: Manager of Aecom told us they were looking into ' Organizational change.


Date: 14/11/2023
Type: Hires
Event: AECOM Corporation hired Greg Quandt as Environment Regional Business Line Lead for Canada on Nov 15th '23.
URL: https://aecom.com/press-releases/aecom-appoints-greg-quandt-as-its-environment-regional-business-line-lead-for-canada/

Date: 12/11/2023
Type: Hires
Event: AECOM Corporation hired Derek Kerr as Board of Directors on Nov 13th '23.
URL: https://www.investorsobserver.com/news/qm-pr/8731454489204737

Date: 02/11/2023
Type: Partners With
Event: AECOM Corporation partnered with Adastec Corp. on Nov 4th '23.
URL: https://theconstructiondata.com/aecom-advances-its-automated-vehicle-capabilities-with-its-av-readi-routing-tool-and-partnership-with-adastec-corp/

Date: 01/11/2023
Type: Hires
Event: AECOM Corporation hired Kristopher as head of stations on Nov 2nd '23.
URL: https://aecom.com/press-releases/aecom-appoints-kristopher-takacs-as-head-of-stations-and-transit-oriented-development-for-global-buildings-places-business-line/

Date: 22/10/2023
Type: Partners With
Event: REAL Research Hub will partner with AECOM Corporation on Nov 1st '23.
URL: https://www.realresearchhub.org.uk/news/webinar-series-on-carbon-accounting-for-compost-and-digestate",Excellent,5
aig.com,56539000,26200,Insurance,1,"Type: *** Discover Insider ***
Event: C Level of Aig told us they were looking into ' Compliance or regulatory.


Date: 30/10/2023
Type: Hires
Event: American International Group, Inc. hired Lucy Faro as EVP, general counsel and global head of communications and government affairs on Sep 1st '23.
URL: https://www.cfodive.com/news/former-aig-cfo-dies-following-medical-leave/698368/

Date: 11/10/2023
Type: Hires
Event: American International Group, Inc. hires David McElroy as chairman.
URL: https://seekingalpha.com/news/4019874-aig-announces-multiple-leadership-appointments

Date: 28/09/2023
Type: Invests Into
Event: Aspiriant invests into American International Group, Inc. $286K.
URL: https://www.marketbeat.com/instant-alerts/nyse-aig-sec-filing-2023-09-29/

Date: 27/09/2023
Type: Hires
Event: American International Group, Inc. hires Patricia J. Walsh as Executive Vice President and General Counsel.
URL: https://www.businesswire.com/news/home/20230928917765/en/AIG-Appoints-Patricia-J.-Walsh-as-Executive-Vice-President-and-General-Counsel

Date: 20/09/2023
Type: Hires
Event: American International Group, Inc. hired Edward L. Dandridge as Executive Vice President and Chief Marketing & Communications Officer on Oct 16th '23.
URL: https://www.businesswire.com/news/home/20230921518752/en/AIG-Appoints-Ed-Dandridge-as-Executive-Vice-President-and-Chief-Marketing-Communications-Officer",Excellent,5
rochester.edu,3813281,30000,Education,1,,Booster activated,0
hubinternational.com,116544,17000,Hospitals & Physicians Clinics,1,"Type: *** Discover Insider ***
Event: Director IT Service Management And User Experience of Hubinternational, is interested in 2022 Data Protection Trends Executive Brief in United States.
",Booster activated,0
tufts.edu,560211,5000,Education,1,"Type: *** Discover Insider ***
Event: IT Manager of Tufts, is interested in ESG: Enterprise Data Protection at Scale with  and Cisco - whitepaper in United States.
",Good,0
qbe.com,13530000,11000,Insurance,1,"Type: *** Discover Insider ***
Event: General Counsel of Qbe told us they were looking into 'Improving collaboration with the executive team and the board.
",Good,0
marshmma.com,8411456,9000,Insurance,1,,Booster activated,0
brown.edu,695656,5166,Education,1,"Type: *** Discover Insider ***
Event: Director Of Information Technology of Brown, is interested in Next-Gen Hyper-Convergence Meets Next-Gen Data Protection - whitepaper in United States.
",Booster activated,0
adtalem.com,1444715,4368,Education,1,,Excellent,0
indeed.com,3296324,11550,Media & Internet,1,,Good,0
umassmed.edu,202681,4411,Education,1,,Excellent,0
bcbsla.com,2803819,3000,Insurance,1,"Date: 10/10/2023
Type: signs_new_client
Event: Northwest Medical Group signs new client Bcbsla.
URL: https://laportecounty.life/article/northwest-health-porter-earns-blue-distinction-center-designation-for-spine-surgery/

Date: 05/10/2023
Type: Acquires
Event: Elevance Natchez, Inc acquired Bcbsla for $2.5B on Sep 1st '23.
URL: https://www.beckershospitalreview.com/hospital-transactions-and-valuation/the-healthcare-deals-under-the-microscope.html

Date: 27/09/2023
Type: Invests Into
Event: Bcbsla invests into University of New Orleans $240K.
URL: https://neworleanscitybusiness.com/blog/2023/09/27/bcbs-of-louisiana-foundation-grant-to-fund-uno-program-for-aspiring-health-care-professionals/

Date: 06/09/2023
Type: Files Suit Against
Event: Bcbsla filed suit against Bristol-Myers Squibb Co on Sep 5th '23.
URL: https://www.biospace.com/article/bms-accused-by-hmo-provider-of-patent-fraud-to-allegedly-sustain-pomalyst-monopoly/

Date: 24/08/2023
Type: Partners With
Event: Bcbsla partners with Revision Marketing Group.
URL: https://www.bizneworleans.com/a-healthy-partnership/",Booster activated,5
cargill.com,165000000,155000,Agriculture,1,"Type: *** Discover Insider ***
Event: Manager of Cargill told us they were looking into ' Compliance or regulatory.


Date: 15/11/2023
Type: Launches
Event: Cargill Inc. launched Future of Turkey study heading on Nov 1st '23.
URL: https://www.meatpoultry.com/articles/29359-cargill-survey-sees-uptick-in-whole-turkey-purchases

Date: 10/11/2023
Type: Invests Into Assets
Event: Cargill Inc. invested into assets: Worksop site on Jan 1st '03.
URL: https://www.standard.co.uk/news/uk/ferrero-rocher-shortage-workers-strike-b1119542.html

Date: 09/11/2023
Type: Receives Financing
Event: Cargill Inc. receives financing of $270M.
URL: https://www.prweb.com/releases/us-federal-food-spending-could-accelerate-climate-mitigation-equity-according-to-research-301982957.html

Date: 09/11/2023
Type: Launches
Event: Cargill Inc. launches Rancher Resilience Grant.
URL: https://www.kla.org/news-center/news-releases/news/details/35650/grant-available-to-help-producers-attend-cattle-industry-convention

Date: 07/11/2023
Type: Partners With
Event: Cargill Inc. partners with SFP Group.
URL: https://finance.yahoo.com/news/fuelling-future-cargill-partners-sfp-105800252.html",Booster activated,5
livenationentertainment.com,47970,12800,Healthcare Services,1,"Date: 13/11/2023
Type: partners_with
Event: JYP Entertainment partnered with Live Nation Entertainment Inc on Nov 14th '23.
URL: https://www.livenationentertainment.com/2023/11/jyp-entertainment-announces-strategic-partnership-with-live-nation-to-expand-touring-business-for-k-pop-artists-worldwide/

Date: 02/11/2023
Type: Partners With
Event: Mastercard partners with Live Nation Entertainment Inc.
URL: https://seekingalpha.com/news/4029220-mastercard-live-nation-partnership-expands-to-19-markets-in-europe-asia

Date: 02/11/2023
Type: Partners With
Event: MasterCard partners with Live Nation Entertainment Inc.
URL: https://www.marketscreener.com/quote/stock/LIVE-NATION-ENTERTAINMENT-13449/news/Mastercard-Partners-with-Live-Nation-Entertainment-to-Offer-Exclusive-Live-Music-Benefits-and-Experi-45227289/

Date: 01/11/2023
Type: Partners With
Event: Priceless partners with Live Nation Entertainment Inc.
URL: https://www.financemagnates.com/trending/mastercard-and-live-nation-strike-a-chord/

Date: 27/10/2023
Type: Partners With
Event: Resort Group partners with Live Nation Entertainment Inc.
URL: https://www.localprofile.com/news/choctaw-grand-theater-partners-with-live-nation-to-bring-in-big-names-7736932",Booster activated,5
arconic.com,8961000,11550,Manufacturing,1,"Type: *** Discover Insider ***
Event: Global IT Director of Arconic, is interested in Countering Ransomware with Lenovo and  - whitepaper in United States.


Date: 24/09/2023
Type: Acquires
Event: Apollo Capital Management Limited acquired Arconic on Aug 25th '23.
URL: https://www.post-gazette.com/business/career-workplace/2023/09/25/alcoa-roy-harvey-william-oplinger-aluminum-north-shore/stories/202309250074

Date: 05/09/2023
Type: Launches
Event: Arconic launches grant program.
URL: https://www.waste360.com/recycling/recycling-partnership-grant-helps-mrfs-double-down-aluminum-recovery

Date: 04/09/2023
Type: Hires
Event: Arconic hired Marcelo Morgueta as Executive Vice President and Chief Financial Officer of Arconic on Sep 5th '23.
URL: https://www.businesswire.com/news/home/20230905249761/en/Arconic-Names-Marcelo-Morgueta-Chief-Financial-Officer

Date: 25/08/2023
Type: Acquires
Event: Apollo acquired Arconic for $5.2B on May 1st '23.
URL: https://www.reuters.com/article/us-arconic-m-a-apollo-glo-mgmt/apollo-global-nears-deal-to-buy-arconic-for-more-than-10-billion-wsj-idUSKCN1P923B

Date: 24/08/2023
Type: Hires
Event: Arconic hired Chris Ayers as chief executive and board chairman on Sep 11th '23.
URL: https://www.morningstar.com/news/marketwatch/20230825566/apollo-names-chris-ayers-new-arconic-ceo",Booster activated,5
