Domains,Industry,Employees,Event Count,Event-split,Class,Discover Overall-Score,Discover - Events
tokopedia.com,"Education, Colleges & Universities",5000,5,0,0,Good,"Date: 13/09/2023
Type: merges_with
Event: Gojek Group merged with PT Tokopedia on May 1st '21.
URL: https://kr-asia.com/grab-will-own-90-of-ovo-after-acquiring-stakes-from-tokopedia-and-lippo-group-report-says

Date: 13/08/2023
Type: Partners With
Event: PT Tokopedia partners with thetradedesk.com.
URL: https://heaptalk.com/news/giant-e-commerce-tokopedia-broadens-advertisement-business-line/

Date: 07/08/2023
Type: Partners With
Event: Genexyz partners with PT Tokopedia.
URL: https://www.marketing-interactive.com/genexyz-closes-seed-funding-to-expand-virtual-influencer-business

Date: 17/07/2023
Type: Integrates With
Event: PT Tokopedia integrated with Anchanto Pte. Ltd. on Jul 17th '23.
URL: https://www.anchanto.com/anchanto-integrations-update-july-2023/

Date: 17/07/2023
Type: Recognized As
Event: PT Tokopedia recognized as one of the best companies to work for innovators.
URL: https://gizmologi.com/news/tokopedia-100-best-companies-for-innovators/"
traveloka.com,"Education, Colleges & Universities",5000,5,2,0,Good,"Date: 22/08/2023
Type: launches
Event: Traveloka Group launches Hotels product.
URL: https://www.dexterzhuang.com/blog/how-traveloka-vietnam-drove-revenue-growth-using-expansion-levers

Date: 02/07/2023
Type: Acquires
Event: Traveloka Group acquired Malacca Trust Limited on Jan 1st '20.
URL: https://www.dealstreetasia.com/stories/indonesia-multifinance-companies-350718

Date: 22/06/2023
Type: Partners With
Event: Traveldailynews partners with Traveloka Group.
URL: https://www.traveldailynews.asia/tour-operators/traveloka-launches-pilot-climate-action-checkout-for-singapore-consumers-in-partnership-with-south-pole/

Date: 19/06/2023
Type: Partners With
Event: Theinsiders partners with Traveloka Group.
URL: https://www.theinsiders.com.au/business-news/news-from-asia/8254-traveloka-launches-pilot-climate-action-checkout-for-singapore-consumers-in-partnership-with-south-pole

Date: 19/06/2023
Type: Partners With
Event: Siam News Network Limited partners with Traveloka Group.
URL: https://www.siamnews.net/press-release/43887-traveloka-launches-pilot-climate-action-checkout-for-singapore-consumers-in-partnership-with-south-pole/"
unitedtractors.com,"Education, Colleges & Universities",5000,5,1,0,Good,"Date: 19/09/2023
Type: receives_award
Event: Unitedtractors receives award 2023 ENSIA Award.
URL: https://www.unitedtractors.com/en/consistently-creating-innovation-for-the-environment-and-social-affairs-united-tractors-won-the-2023-ensia-award/

Date: 12/09/2023
Type: Launches
Event: Unitedtractors launched New 20 Ton Class Electric Excavator product on Sep 13th '23.
URL: https://www.marketscreener.com/quote/stock/PT-UNITED-TRACTORS-TBK-6493914/news/PT-United-Tractors-Tbk-Committed-to-Creating-a-Sustainable-Business-United-Tractors-Introduces-Ne-44833257/

Date: 09/08/2023
Type: Sells Assets To
Event: Supreme Energy. PT sells assets to Unitedtractors in the amount of $41.8M.
URL: https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vZGluc2lnaHRzLmthdGFkYXRhLmNvLmlkL3JlYWQvMjAyMy8wOC8xMC9jb3Jwb3JhdGUtYWN0aW9ucy1yb3VuZC11cC1hdWd1c3QtMTAtMjAyM9IBAA?oc=5

Date: 20/07/2023
Type: Receives Award
Event: Unitedtractors receives award 2023 Asian Pacific Sustainability Award in Taiwan for Sustainable Development goals.
URL: https://www.unitedtractors.com/en/united-tractors-wins-2023-asian-pacific-sustainability-award-in-taiwan-for-sustainable-development-goals-sdgs-implementation/

Date: 06/07/2023
Type: Recognized As
Event: Unitedtractors recognized as best workplace in Asia.
URL: https://indonesiaminer.com/news/detail/2023-07-04102948-united-tractors-wins-hr-asias-best-workplace-award"
uob.com.sg,"Education, Colleges & Universities",5000,5,3,0,Good,"Date: 25/10/2023
Type: partners_with
Event: Tatler Asia Limited partners with UOB.
URL: https://www.tatlerasia.com/dining/food/tatler-dining-off-menu-luxe-an-exclusive-collaboration-with-uob-private-bank-is-coming-to-thailand

Date: 21/09/2023
Type: Partners With
Event: UOB partners with AEG Worldwide.
URL: https://asiasponsorshipnews.com/uob-scores-naming-rights-for-bangkoks-new-entertainment-venue/?latest

Date: 20/09/2023
Type: Partners With
Event: Contineo Limited partners with UOB.
URL: https://contineo.link/2023/09/20/uob-pfs-signs-up-for-contineo-platform/

Date: 18/09/2023
Type: Launches
Event: UOB launches promotion for the UOB PRVI Miles Cards.
URL: https://milelion.com/2023/09/18/uob-prvi-miles-offering-up-to-8-mpd-on-airline-hotel-and-travel-agent-bookings

Date: 06/07/2023
Type: Launches
Event: UOB launches joint corporate social responsibility initiative.
URL: https://investvietnam.vn/12-agreements-inked-at-inaugural-overseas-edition-of-srbf-n2484.html"
nbpol.com,Manufacturing,23000,3,2,0,Good,"Date: 25/11/2022
Type: launches
Event: Nbpol launches Sustainability Report.
URL: https://www.nbpol.com/news/launch-of-nbpols-2018-19-sustainability-report.html

Date: 25/11/2022
Type: Hires
Event: Nbpol hired James Walter Graham as Chief Executive Officer on Jul 1st '18.
URL: https://www.nbpol.com/news/nbpol-welcomes-new-ceo-james-walter-graham.html

Date: 18/11/2022
Type: Recognized As
Event: Nbpol recognized as #1 IN PALM OIL TRANSPARENCY ASSESSMENT.
URL: https://www.nbpol.com/news/nbpol-ranked-1-in-palm-oil-transparency-assessment.html"
gasmalaysia.com,Engineering,504,2,1,0,Excellent,"Date: 20/08/2023
Type: hires
Event: Gasmalaysia hired Puan Chow Mei Mei as Independent and Non Executive Director on Aug 21st '23.
URL: https://www.marketscreener.com/quote/stock/GAS-MALAYSIA-20706870/news/Gas-Malaysia-Berhad-Announces-Appointment-of-Puan-Chow-Mei-Mei-as-Independent-and-Non-Executive-Dire-44661863/

Date: 03/03/2023
Type: Partners With
Event: JGC Corporation partners with Gasmalaysia.
URL: https://www.marketscreener.com/quote/stock/JGC-HOLDINGS-CORPORATION-6492217/news/JGC-MOU-on-Joint-Study-of-Sustainable-Palm-Oil-Industry-Development-in-Malaysia-43145674/"
topglove.com,Manufacturing,18051,5,2,0,Excellent,"Date: 26/07/2023
Type: receives_award
Event: Rubber Gloves at Top Glove Corporation received award Distinguished Social & Community Care Award in the Company of the Year at Sustainability & CSR Malaysia Awards 2023 on Jul 27th '23.
URL: https://topglove.com/single-news-en?id=1820&title=top-glove-garners-acclaim-for-transformative-social-initiatives-at-sustainability-and-csr-malaysia-awards-2023

Date: 29/06/2023
Type: Receives Award
Event: Top Glove Corporation received award Prime Minister’s Hibiscus Award on Jun 22nd '23.
URL: https://topglove.com/single-news-en?id=1812&title=top-glove-receives-2nd-pmha-award-for-green-efforts

Date: 29/06/2023
Type: Partners With
Event: Top Glove Corporation partnered with Shizen International on Nov 1st '21.
URL: https://topglove.com/single-news-en?id=1812&title=top-glove-receives-2nd-pmha-award-for-green-efforts

Date: 11/05/2023
Type: Hires
Event: Top Glove Corporation hires Martin Giles Manen.
URL: https://www.businesstoday.com.my/2023/05/12/heineken-malaysia-appoints-carmen-chua-as-new-independent-director/

Date: 24/04/2023
Type: Launches
Event: Top Glove Corporation launched bio-green biodegradable nitrile gloves on Jun 1st '19.
URL: https://www.globenewswire.com/news-release/2023/04/24/2652820/0/en/Latin-America-Medical-Gloves-Market-to-Exceed-US-792-8-million-by-2033-Driven-by-Increasing-Healthcare-Awareness-and-Stringent-Safety-Regulations-Persistence-Market-Research.html"
kpjhealth.com.my,Health Care,15264,4,2,0,Good,"Date: 08/09/2023
Type: hires
Event: Kpjhealth hired Chin Keat Chyuan as president and managing director on Sep 8th '23.
URL: https://www.nst.com.my/business/2023/09/949916/chin-keat-chyuan-starts-kpjs-new-presidentmd-today

Date: 06/06/2023
Type: Hires
Event: Kpjhealth hired Datuk Mohamad Farid Salim as chief operating officer on Jun 3rd '23.
URL: https://www.businesstoday.com.my/2023/06/07/kpj-healthcare-engages-mohamad-farid-salim-as-coo/

Date: 19/11/2022
Type: Is Developing
Event: Kpjhealth is developing A patient bnpl plan.
URL: https://techedgedemand.com/b2b-insights/kpj-healthcare-and-pine-labs-are-working-together-to-develop-a-patient-bnpl-plan/

Date: 10/11/2022
Type: Partners With
Event: Kpjhealth partners with Pine Labs Pvt. Ltd.
URL: https://www.pymnts.com/healthcare-financing/2022/kpj-healthcare-and-pine-labs-team-up-on-patient-bnpl-plan/"
fwd.com.sg,"Education, Colleges & Universities",5000,5,4,0,Good,"Date: 19/10/2023
Type: launches
Event: FWD Singapore Pte. Ltd. launches COVID-19 add-on plan for travellers.
URL: https://trutrip.co/blog/business-travel-insurance-in-apac/

Date: 06/09/2023
Type: Partners With
Event: FWD Singapore Pte. Ltd. partners with MHC Asia Group.
URL: https://mhcasia.com/fwd-healthfirst-provides-free-medical-teleconsultations-for-customers

Date: 29/08/2023
Type: Hires
Event: FWD Singapore Pte. Ltd. hires Jason Tsui as Chief High-Net-Worth Officer.
URL: https://www.hubbis.com/news/fwd-singapore-dives-into-the-high-net-worth-insurance-arena

Date: 14/08/2023
Type: Launches
Event: FWD Singapore Pte. Ltd. launches FWD HealthFirst.
URL: https://sbr.com.sg/insurance/news/fwd-healthfirst-provides-free-medical-teleconsultations-customers

Date: 06/08/2023
Type: Launches
Event: FWD Singapore Pte. Ltd. launches cancer plan.
URL: https://www.insurancenewsmag.com/news/fwd-singapore-announces-cancer-plan-with-support-for-non-cancer-drug-list/"
amman.co.id,"Education, Colleges & Universities",5000,5,1,0,Good,"Date: 11/10/2023
Type: receives_award
Event: Amman receives award Gold Medal Award.
URL: https://www.jordannews.jo/Section-113/All/Cairo-Amman-Bank-Wins-Gold-Medal-Award-31449

Date: 26/09/2023
Type: Hires
Event: Amman hires Andrea Conte as food and beverage director.
URL: https://www.traveldailynews.com/people/new-appointments/the-ritz-carlton-amman-appoints-andrea-conte-as-the-new-f-amp-b-director/

Date: 06/07/2023
Type: Goes Public
Event: Amman went public on Jan 1st '23.
URL: https://www.reuters.com/markets/commodities/amman-mineral-opens-higher-debut-indonesias-biggest-ipo-this-year-2023-07-07/

Date: 28/06/2023
Type: Receives Financing
Event: Amman receives financing of $715M in initial public offering.
URL: https://www.oxfordgoldgroup.com/news/amman-mineral-raises-715-million-in-highly-successful-2023-ipo-in-jakarta/

Date: 28/06/2023
Type: Goes Public
Event: Amman went public on Jan 1st '23.
URL: https://jakartaglobe.id/business/amman-mineral-surpasses-astra-international-in-market-cap"
maxis.com.my,Computer/Engineering,3559,5,3,0,Excellent,"Date: 31/10/2023
Type: partners_with
Event: Maxis partners with Telekom Malaysia.
URL: https://www.thestar.com.my/business/business-news/2023/11/01/lower-home-fibre-prices-likely-to-benefit-maxis

Date: 31/10/2023
Type: Launches
Event: Maxis launches standalone fibre plans at 1Gbps for RM249 and 2Gbps for RM319.
URL: https://www.thestar.com.my/business/business-news/2023/11/01/lower-home-fibre-prices-likely-to-benefit-maxis

Date: 26/10/2023
Type: Launches
Event: Maxis launches 2gbps home fibre broadband.
URL: https://soyacincau.com/2023/10/27/maxis-2gbps-home-fibre-broadband-wifi-6e-router/

Date: 26/10/2023
Type: Partners With
Event: Teladan partners with Maxis.
URL: https://solarquarter.com/2023/10/26/teladan-unveils-melakas-first-solar-powered-homes-in-taman-bertam-heights-phase-2a/

Date: 23/10/2023
Type: Partners With
Event: Teladan Prima Group partners with Maxis.
URL: https://www.nst.com.my/property/2023/10/970461/teladan-unveils-melakas-first-solar-powered-homes"
stb.gov.sg,Entertainment,345,5,4,0,Excellent,"Date: 06/11/2023
Type: launches
Event: Singapore Tourism Bureau launches global campaign.
URL: https://micebook.com/blog/2023/11/06/unique-mice-experiences-made-only-in-singapore/

Date: 03/11/2023
Type: Partners With
Event: Singapore Tourism Bureau partners with Nykaa E Retail Pvt. Ltd..
URL: https://www.adgully.com/singapore-tourism-board-collaborates-with-nykaaland-138459.html

Date: 29/09/2023
Type: Launches
Event: Singapore Tourism Bureau launches Made in Singapore.
URL: https://www.traveldailymedia.com/singapore-tourism-board-launches-made-in-singapore-global-campaign-to-inspire-travel-to-singapore/

Date: 28/09/2023
Type: Launches
Event: Singapore Tourism Bureau launches campaign aimed at drawing international travelers.
URL: https://www.campaignasia.com/video/singapore-unveils-the-extraordinary-in-the-ordinary-with-made-in-singapore-camp/491788

Date: 20/09/2023
Type: Leaves
Event: Chang leaves Singapore Tourism Bureau.
URL: https://www.ttgasia.com/2023/09/21/former-stb-marketing-chief-joins-resorts-world-sentosa/"
cniholdings.com.my,"Education, Colleges & Universities",5000,5,0,0,Good,"Date: 20/08/2023
Type: recognized_as
Event: CNI Holdings Berhad recognized as Company of the Year at Sustainability & CSR Malaysia Awards 2023.
URL: https://www.nst.com.my/business/2023/08/945685/mr-diy-group-recognised-company-year-sustainability-csr-malaysia-awards-202

Date: 22/03/2023
Type: Expands Facilities
Event: CNI Holdings Berhad expands facilities to Malaysia.
URL: https://investpenang.gov.my/press-release-amd-announces-plans-to-expand-global-business-services-and-engineering-presence-in-penang

Date: 22/03/2023
Type: Increases Headcount By
Event: CNI Holdings Berhad increases headcount by 3000.
URL: https://www.businesstoday.com.my/2023/03/25/amd-growing-its-global-business-services-and-engineering-presence-in-malaysia/

Date: 15/02/2023
Type: Receives Award
Event: CNI Holdings Berhad receives award International Finance Award 2022.
URL: https://finance.yahoo.com/news/dato-lim-khong-soon-founder-154421885.html

Date: 14/12/2022
Type: Receives Award
Event: CNI Holdings Berhad received award TOP SME CEO 2022 award for ""Best in Class Integrated Logistics Services on Nov 15th '22.
URL: https://venthill.com/2022/12/15/top-sme-ceo-awards-2022/"
etonhouse.edu.sg,"Education, Colleges & Universities",5000,2,0,0,Good,"Date: 10/11/2022
Type: receives_award
Event: EtonHouse International Education Group receives award Best Reggio Emilia-inspired school, Best Early Learning Program (Silver award) and Best Language.
URL: https://www.etonhouse.edu.sg/newshub/etonhouse-is-a-winner-of-honeykids-singapore-education-awards-2022/

Date: 10/11/2022
Type: Receives Award
Event: EtonHouse International Education Group receives award HoneyKids Singapore Education Award 2022.
URL: https://www.etonhouse.edu.sg/newshub/etonhouse-is-a-winner-of-honeykids-singapore-education-awards-2022/"
eweinberhad.com,"Education, Colleges & Universities",5000,2,2,0,Good,"Date: 27/08/2023
Type: hires
Event: Eweinberhad hired Tay Seng Chew as executive chairman on Aug 21st '23.
URL: https://theedgemalaysia.com/node/679502

Date: 21/08/2023
Type: Hires
Event: Eweinberhad hired IR ROSNANI BINTI HJ MAHMOD as Independent and Non Executive Director on Aug 22nd '23.
URL: https://www.marketscreener.com/quote/stock/EWEIN-6501177/news/Ewein-Berhad-Announces-Appointment-of-Ir-Rosnani-Binti-Hj-Mahmod-as-Independent-and-Non-Executive-Di-44661866/"
deutsche-bank.co.id/indonesia/index_e.html,"Education, Colleges & Universities",5000,5,4,0,Good,"Date: 26/08/2023
Type: invests_into
Event: Acadian invests into Jakarta Branch of Deutsche Bank AG $101M.
URL: https://www.marketbeat.com/instant-alerts/nyse-db-sec-filing-2023-08-25/

Date: 27/04/2023
Type: Launches
Event: Jakarta Branch of Deutsche Bank AG launches 1.0 billion euro equivalent for public tender offer for six series of senior non-preferred bonds.
URL: https://www.db.com/news/detail/20230510-deutsche-bank-announces-expected-acceptance-amount-for-public-tender-offer?language_id=1

Date: 15/02/2023
Type: Hires
Event: Jakarta Branch of Deutsche Bank AG hires King as head of the China market.
URL: https://fundselectorasia.com/deutsche-appoint-market-heads-for-north-asia-wealth-management/

Date: 28/12/2022
Type: Launches
Event: Jakarta Branch of Deutsche Bank AG launched research paper on Sep 5th '22.
URL: https://beststocks.com/weibo-is-the-target-of-unusually-high-option-tradi/

Date: 22/11/2022
Type: Hires
Event: Jakarta Branch of Deutsche Bank AG hires Esther Wong as managing director and group head for wealth management business.
URL: https://www.privatebankerinternational.com/news/vcm-investment-bank-vantage/"
gic.com.sg,Finance,1700,5,0,0,Excellent,"Date: 06/11/2023
Type: partners_with
Event: Candor TechSpace partnered with GIC on Aug 1st '23.
URL: https://economictimes.indiatimes.com/industry/services/property-/-cstruction/brookfield-india-reit-leases-over-5-21-lakh-sq-ft-in-july-september/articleshow/105029951.cms

Date: 05/11/2023
Type: Invests Into
Event: GIC invested into Euler Motors Pvt. Ltd. $60M on Nov 6th '22.
URL: https://www.vccircle.com/uks-bii-others-back-euler-motors-in-extended-series-c-round

Date: 31/10/2023
Type: Invests Into
Event: GIC invests into qitech.com.br $50M.
URL: https://techstartups.com/2023/10/31/brazilian-fintech-startup-qi-tech-raises-200-million-led-by-general-atlantic-to-fund-future-acquisitions/

Date: 29/10/2023
Type: Invests Into
Event: GIC will invest into Amgreen $2B on Nov 6th '23.
URL: https://economictimes.indiatimes.com/industry/indl-goods/svs/chem-/-fertilisers/malaysias-petronas-singapores-gic-and-greenko-form-a-2-billion-green-ammonia-venture/articleshow/104812847.cms

Date: 24/10/2023
Type: Partners With
Event: Sterlite Power partners with GIC.
URL: https://www.moneycontrol.com/news/business/companies/sterlite-power-in-talks-with-gic-for-300-mn-fund-infusion-weighs-demerger-of-solutions-biz-11100221.html"
